order_id,region,product,price,quantity,revenue
24620,India,Laptop,853,1,853
24621,India,Laptop,1175,3,3525
24622,EU,Laptop,526,4,2104
24623,EU,Phone,1120,1,1120
24624,India,Phone,469,4,1876
24625,US,Tablet,509,3,1527
24626,US,Phone,909,1,909
24627,US,Monitor,1085,4,4340
24628,India,Tablet,1497,3,4491
24629,India,Tablet,344,4,1376
24630,EU,Tablet,1470,2,2940
24631,EU,Laptop,1405,2,2810
24632,India,Tablet,1155,3,3465
24633,US,Phone,588,1,588
24634,EU,Monitor,280,2,560
24635,EU,Tablet,1063,1,1063
24636,India,Monitor,1287,4,5148
24637,US,Monitor,281,1,281
24638,India,Phone,1123,2,2246
24639,India,Laptop,299,1,299
24640,EU,Phone,310,1,310
24641,India,Tablet,621,4,2484
24642,India,Tablet,1451,1,1451
24643,India,Monitor,1343,4,5372
24644,India,Tablet,652,3,1956
24645,US,Monitor,1158,2,2316
24646,US,Tablet,1483,4,5932
24647,EU,Laptop,1156,4,4624
24648,India,Laptop,272,3,816
24649,EU,Phone,1067,1,1067
24650,India,Phone,349,1,349
24651,EU,Laptop,643,1,643
24652,US,Monitor,1331,1,1331
24653,US,Tablet,394,1,394
24654,India,Monitor,589,2,1178
24655,EU,Laptop,278,4,1112
24656,US,Monitor,1379,3,4137
24657,India,Monitor,1403,2,2806
24658,US,Monitor,1118,2,2236
24659,EU,Tablet,604,4,2416
24660,India,Laptop,505,3,1515
24661,India,Monitor,626,1,626
24662,US,Monitor,1136,4,4544
24663,US,Laptop,1335,3,4005
24664,India,Laptop,1458,1,1458
24665,India,Tablet,582,2,1164
24666,EU,Laptop,1254,3,3762
24667,US,Monitor,659,2,1318
24668,US,Phone,1010,2,2020
24669,US,Monitor,454,3,1362
24670,US,Phone,706,2,1412
24671,US,Tablet,550,3,1650
24672,India,Monitor,1480,2,2960
24673,US,Phone,1170,4,4680
24674,US,Phone,1359,1,1359
24675,EU,Monitor,1421,1,1421
24676,India,Laptop,545,2,1090
24677,EU,Laptop,1229,1,1229
24678,EU,Monitor,1241,1,1241
24679,US,Laptop,897,1,897
24680,India,Phone,825,4,3300
24681,EU,Laptop,1145,3,3435
24682,India,Laptop,328,3,984
24683,EU,Phone,508,4,2032
24684,EU,Laptop,1075,4,4300
24685,India,Monitor,316,4,1264
24686,US,Monitor,548,1,548
24687,India,Monitor,824,1,824
24688,EU,Phone,1086,3,3258
24689,India,Laptop,367,4,1468
24690,EU,Tablet,806,2,1612
24691,India,Monitor,482,1,482
24692,India,Tablet,371,1,371
24693,EU,Tablet,664,1,664
24694,US,Monitor,1197,2,2394
24695,India,Phone,386,1,386
24696,US,Laptop,928,1,928
24697,India,Tablet,760,1,760
24698,EU,Phone,396,2,792
24699,EU,Monitor,556,4,2224
24700,US,Phone,1270,3,3810
24701,EU,Monitor,321,1,321
24702,EU,Phone,1463,2,2926
24703,EU,Laptop,872,2,1744
24704,India,Tablet,400,4,1600
24705,US,Monitor,1112,3,3336
24706,India,Laptop,332,2,664
24707,EU,Phone,996,4,3984
24708,India,Tablet,690,3,2070
24709,India,Phone,966,2,1932
24710,US,Laptop,1322,3,3966
24711,India,Laptop,1121,1,1121
24712,India,Monitor,593,3,1779
24713,India,Tablet,1098,2,2196
24714,EU,Monitor,936,2,1872
24715,US,Monitor,1230,1,1230
24716,US,Laptop,369,3,1107
24717,EU,Tablet,1024,4,4096
24718,EU,Laptop,748,4,2992
24719,US,Monitor,1055,1,1055
24720,EU,Tablet,1106,1,1106
24721,US,Tablet,1258,2,2516
24722,US,Phone,1420,4,5680
24723,US,Phone,822,1,822
24724,India,Monitor,634,1,634
24725,US,Monitor,618,4,2472
24726,US,Laptop,485,1,485
24727,EU,Tablet,1054,3,3162
24728,India,Tablet,1487,1,1487
24729,India,Phone,1483,4,5932
24730,EU,Tablet,279,3,837
24731,US,Laptop,1300,4,5200
24732,EU,Tablet,618,1,618
24733,India,Phone,1485,4,5940
24734,EU,Tablet,860,1,860
24735,EU,Monitor,1236,3,3708
24736,US,Monitor,855,3,2565
24737,US,Laptop,409,2,818
24738,India,Laptop,1114,2,2228
24739,India,Monitor,537,1,537
24740,US,Monitor,1171,4,4684
24741,US,Laptop,559,1,559
24742,EU,Tablet,559,4,2236
24743,EU,Tablet,1035,1,1035
24744,US,Phone,1413,3,4239
24745,EU,Laptop,834,4,3336
24746,US,Phone,584,4,2336
24747,India,Monitor,1050,1,1050
24748,US,Monitor,1198,2,2396
24749,India,Laptop,965,4,3860
24750,US,Phone,316,1,316
24751,US,Phone,496,1,496
24752,US,Phone,1163,1,1163
24753,US,Phone,929,3,2787
24754,US,Phone,1175,4,4700
24755,India,Tablet,947,4,3788
24756,EU,Monitor,1126,1,1126
24757,US,Phone,1012,2,2024
24758,EU,Monitor,907,2,1814
24759,India,Monitor,877,1,877
24760,US,Laptop,1208,3,3624
24761,US,Monitor,523,2,1046
24762,EU,Monitor,990,1,990
24763,US,Phone,330,4,1320
24764,India,Phone,285,3,855
24765,US,Laptop,303,1,303
24766,EU,Phone,256,2,512
24767,EU,Laptop,227,4,908
24768,US,Laptop,1082,2,2164
24769,US,Monitor,773,4,3092
24770,India,Laptop,709,4,2836
24771,India,Tablet,905,1,905
24772,India,Phone,200,1,200
24773,India,Laptop,1220,2,2440
24774,US,Laptop,1304,3,3912
24775,US,Monitor,1170,1,1170
24776,India,Phone,699,3,2097
24777,EU,Monitor,565,2,1130
24778,EU,Phone,346,2,692
24779,India,Laptop,643,3,1929
24780,EU,Phone,1449,3,4347
24781,India,Tablet,999,4,3996
24782,India,Monitor,883,4,3532
24783,India,Tablet,1181,2,2362
24784,India,Laptop,1410,2,2820
24785,US,Phone,1403,2,2806
24786,EU,Laptop,628,2,1256
24787,US,Tablet,1059,3,3177
24788,US,Phone,265,4,1060
24789,India,Tablet,1496,4,5984
24790,US,Monitor,1198,1,1198
24791,US,Tablet,896,2,1792
24792,India,Phone,1038,1,1038
24793,US,Monitor,1188,4,4752
24794,US,Monitor,1492,1,1492
24795,India,Phone,1235,2,2470
24796,India,Phone,976,2,1952
24797,EU,Monitor,1197,3,3591
24798,US,Tablet,1405,3,4215
24799,EU,Phone,1405,1,1405
24800,India,Tablet,1370,3,4110
24801,India,Tablet,634,3,1902
24802,EU,Monitor,343,2,686
24803,US,Tablet,301,1,301
24804,EU,Phone,421,2,842
24805,US,Laptop,520,1,520
24806,India,Tablet,1490,2,2980
24807,US,Laptop,1240,3,3720
24808,India,Tablet,681,4,2724
24809,EU,Tablet,205,3,615
24810,EU,Monitor,612,1,612
24811,EU,Tablet,1111,2,2222
24812,EU,Tablet,1177,2,2354
24813,India,Laptop,983,3,2949
24814,India,Monitor,1069,4,4276
24815,EU,Phone,1047,4,4188
24816,US,Monitor,1171,3,3513
24817,EU,Monitor,670,3,2010
24818,India,Monitor,456,4,1824
24819,India,Monitor,465,1,465
24820,India,Monitor,736,2,1472
24821,EU,Phone,298,4,1192
24822,EU,Phone,327,3,981
24823,US,Phone,1280,2,2560
24824,EU,Tablet,1201,2,2402
24825,EU,Laptop,1154,2,2308
24826,EU,Laptop,906,4,3624
24827,EU,Tablet,361,4,1444
24828,EU,Tablet,1166,4,4664
24829,US,Monitor,783,2,1566
24830,India,Laptop,515,2,1030
24831,EU,Phone,548,2,1096
24832,EU,Tablet,386,3,1158
24833,India,Tablet,753,4,3012
24834,EU,Laptop,1000,4,4000
24835,EU,Monitor,285,3,855
24836,US,Monitor,272,2,544
24837,EU,Phone,1392,3,4176
24838,India,Laptop,704,2,1408
24839,India,Laptop,817,4,3268
24840,US,Phone,740,4,2960
24841,EU,Laptop,1189,3,3567
24842,US,Monitor,1401,4,5604
24843,India,Phone,1481,4,5924
24844,US,Phone,426,1,426
24845,EU,Phone,1248,3,3744
24846,India,Phone,912,2,1824
24847,US,Monitor,579,2,1158
24848,US,Monitor,887,4,3548
24849,EU,Laptop,982,2,1964
24850,US,Tablet,747,3,2241
24851,EU,Monitor,990,2,1980
24852,US,Tablet,754,3,2262
24853,EU,Laptop,1407,2,2814
24854,India,Laptop,1205,4,4820
24855,US,Tablet,650,4,2600
24856,EU,Monitor,653,3,1959
24857,US,Phone,999,2,1998
24858,EU,Tablet,916,2,1832
24859,India,Tablet,576,3,1728
24860,India,Monitor,392,1,392
24861,US,Laptop,1188,3,3564
24862,US,Monitor,804,3,2412
24863,US,Monitor,1070,2,2140
24864,EU,Monitor,1454,3,4362
24865,US,Laptop,736,2,1472
24866,US,Tablet,1080,2,2160
24867,US,Laptop,1494,2,2988
24868,EU,Tablet,360,2,720
24869,EU,Monitor,1032,1,1032
24870,EU,Tablet,1037,2,2074
24871,US,Monitor,775,2,1550
24872,India,Tablet,926,2,1852
24873,EU,Phone,806,4,3224
24874,US,Tablet,1058,3,3174
24875,EU,Monitor,506,1,506
24876,US,Monitor,1371,3,4113
24877,EU,Tablet,867,4,3468
24878,India,Phone,404,4,1616
24879,EU,Tablet,1057,4,4228
24880,India,Phone,694,3,2082
24881,EU,Monitor,704,3,2112
24882,EU,Phone,923,4,3692
24883,US,Laptop,763,1,763
24884,India,Monitor,1297,3,3891
24885,India,Tablet,1261,3,3783
24886,India,Tablet,251,2,502
24887,EU,Monitor,1104,4,4416
24888,US,Laptop,1481,1,1481
24889,US,Tablet,1349,2,2698
24890,India,Tablet,248,4,992
24891,EU,Monitor,592,2,1184
24892,US,Monitor,1108,4,4432
24893,India,Monitor,928,3,2784
24894,EU,Monitor,254,2,508
24895,India,Tablet,999,2,1998
24896,India,Laptop,492,3,1476
24897,India,Laptop,1406,1,1406
24898,EU,Tablet,227,1,227
24899,EU,Monitor,471,3,1413
24900,India,Laptop,965,1,965
24901,India,Monitor,475,1,475
24902,US,Phone,568,1,568
24903,India,Laptop,803,3,2409
24904,EU,Monitor,1442,3,4326
24905,India,Monitor,383,3,1149
24906,EU,Tablet,547,2,1094
24907,India,Laptop,921,4,3684
24908,EU,Phone,1284,1,1284
24909,EU,Monitor,800,4,3200
24910,India,Phone,738,3,2214
24911,EU,Monitor,1373,1,1373
24912,EU,Tablet,258,2,516
24913,US,Laptop,895,3,2685
24914,US,Laptop,868,1,868
24915,EU,Monitor,1303,2,2606
24916,India,Tablet,876,3,2628
24917,US,Tablet,1440,2,2880
24918,EU,Monitor,518,1,518
24919,India,Tablet,1131,2,2262
24920,US,Phone,1061,1,1061
24921,US,Monitor,1371,1,1371
24922,EU,Phone,1155,1,1155
24923,EU,Monitor,1235,2,2470
24924,India,Monitor,637,3,1911
24925,EU,Phone,595,1,595
24926,US,Monitor,661,3,1983
24927,EU,Monitor,747,4,2988
24928,US,Tablet,444,4,1776
24929,India,Phone,516,3,1548
24930,EU,Phone,1195,4,4780
24931,India,Monitor,1053,1,1053
24932,EU,Phone,1279,2,2558
24933,India,Phone,573,3,1719
24934,US,Tablet,386,4,1544
24935,US,Tablet,1225,1,1225
24936,US,Monitor,283,1,283
24937,US,Laptop,429,2,858
24938,US,Phone,344,2,688
24939,EU,Laptop,854,2,1708
24940,US,Monitor,511,2,1022
24941,US,Phone,1026,1,1026
24942,EU,Tablet,337,3,1011
24943,India,Tablet,202,4,808
24944,US,Phone,260,1,260
24945,EU,Laptop,243,3,729
24946,US,Monitor,935,4,3740
24947,EU,Monitor,786,1,786
24948,US,Tablet,659,3,1977
24949,India,Laptop,554,1,554
24950,India,Phone,813,2,1626
24951,India,Phone,353,3,1059
24952,EU,Laptop,482,1,482
24953,India,Laptop,1413,2,2826
24954,India,Phone,1423,2,2846
24955,US,Monitor,306,1,306
24956,India,Laptop,1355,1,1355
24957,EU,Laptop,1302,3,3906
24958,EU,Monitor,217,1,217
24959,India,Phone,1303,2,2606
24960,India,Monitor,741,3,2223
24961,India,Monitor,577,2,1154
24962,EU,Monitor,409,3,1227
24963,EU,Monitor,744,4,2976
24964,India,Tablet,386,4,1544
24965,EU,Monitor,1161,2,2322
24966,US,Phone,852,2,1704
24967,EU,Phone,522,1,522
24968,EU,Phone,214,3,642
24969,EU,Tablet,950,1,950
24970,India,Phone,669,1,669
24971,EU,Monitor,1261,2,2522
24972,India,Monitor,1294,1,1294
24973,EU,Phone,1340,2,2680
24974,US,Laptop,1268,4,5072
24975,India,Phone,969,3,2907
24976,India,Monitor,1358,1,1358
24977,EU,Monitor,752,3,2256
24978,EU,Phone,1180,2,2360
24979,EU,Laptop,1453,2,2906
24980,US,Monitor,771,1,771
24981,India,Phone,480,4,1920
24982,US,Laptop,506,4,2024
24983,EU,Tablet,331,2,662
24984,US,Laptop,236,4,944
24985,India,Laptop,1183,2,2366
24986,India,Tablet,1109,1,1109
24987,EU,Monitor,714,2,1428
24988,EU,Tablet,1481,1,1481
24989,EU,Monitor,1374,2,2748
24990,India,Phone,1117,3,3351
24991,US,Tablet,365,2,730
24992,EU,Monitor,621,1,621
24993,US,Monitor,1179,1,1179
24994,India,Monitor,1417,1,1417
24995,India,Phone,995,4,3980
24996,India,Monitor,1499,4,5996
24997,EU,Phone,1291,2,2582
24998,US,Laptop,547,4,2188
24999,India,Phone,989,2,1978
25000,US,Laptop,715,4,2860
25001,EU,Phone,1423,2,2846
25002,EU,Tablet,600,1,600
25003,India,Tablet,530,4,2120
25004,US,Phone,1205,3,3615
25005,US,Monitor,307,2,614
25006,US,Laptop,270,3,810
25007,India,Tablet,430,4,1720
25008,EU,Monitor,224,3,672
25009,US,Tablet,970,3,2910
25010,India,Laptop,469,3,1407
25011,India,Phone,1180,4,4720
25012,US,Monitor,1386,1,1386
25013,India,Monitor,738,1,738
25014,EU,Laptop,1059,4,4236
25015,EU,Tablet,948,1,948
25016,India,Monitor,1255,3,3765
25017,US,Laptop,999,4,3996
25018,EU,Laptop,445,1,445
25019,US,Tablet,739,3,2217
25020,EU,Laptop,498,2,996
25021,EU,Tablet,1313,2,2626
25022,US,Monitor,1468,1,1468
25023,EU,Phone,248,1,248
25024,US,Monitor,1134,2,2268
25025,India,Tablet,618,1,618
25026,US,Laptop,458,2,916
25027,US,Monitor,409,4,1636
25028,EU,Tablet,1261,1,1261
25029,India,Phone,704,1,704
25030,India,Monitor,213,4,852
25031,India,Monitor,1034,4,4136
25032,EU,Laptop,938,4,3752
25033,EU,Phone,441,1,441
25034,India,Phone,324,2,648
25035,US,Phone,320,1,320
25036,US,Laptop,489,4,1956
25037,India,Laptop,1300,2,2600
25038,US,Phone,666,1,666
25039,US,Laptop,1366,1,1366
25040,US,Phone,985,3,2955
25041,EU,Phone,556,1,556
25042,India,Monitor,985,4,3940
25043,EU,Phone,467,1,467
25044,India,Monitor,1139,2,2278
25045,India,Phone,1474,3,4422
25046,EU,Laptop,517,1,517
25047,EU,Monitor,1355,2,2710
25048,US,Phone,880,3,2640
25049,US,Laptop,1313,4,5252
25050,India,Monitor,899,3,2697
25051,US,Laptop,204,2,408
25052,US,Tablet,1296,4,5184
25053,US,Phone,505,4,2020
25054,EU,Laptop,680,1,680
25055,India,Tablet,1264,1,1264
25056,US,Laptop,320,4,1280
25057,EU,Monitor,1490,1,1490
25058,India,Tablet,818,4,3272
25059,EU,Tablet,772,2,1544
25060,US,Monitor,449,3,1347
25061,EU,Phone,326,4,1304
25062,US,Tablet,283,1,283
25063,India,Phone,436,2,872
25064,India,Tablet,968,1,968
25065,US,Tablet,839,1,839
25066,India,Monitor,523,1,523
25067,US,Monitor,899,3,2697
25068,India,Laptop,1220,3,3660
25069,EU,Tablet,1338,4,5352
25070,US,Laptop,945,3,2835
25071,India,Monitor,372,2,744
25072,EU,Phone,1316,3,3948
25073,US,Monitor,1194,4,4776
25074,US,Monitor,540,4,2160
25075,US,Laptop,603,1,603
25076,India,Phone,279,1,279
25077,US,Tablet,926,3,2778
25078,EU,Phone,413,1,413
25079,US,Monitor,951,1,951
25080,India,Phone,286,1,286
25081,US,Monitor,1064,4,4256
25082,US,Tablet,1277,2,2554
25083,US,Tablet,658,4,2632
25084,India,Monitor,1392,3,4176
25085,US,Tablet,475,3,1425
25086,US,Laptop,414,1,414
25087,India,Monitor,969,3,2907
25088,India,Monitor,790,2,1580
25089,US,Tablet,370,1,370
25090,India,Laptop,553,4,2212
25091,India,Monitor,1317,1,1317
25092,EU,Laptop,837,4,3348
25093,India,Phone,1167,4,4668
25094,EU,Monitor,1180,1,1180
25095,US,Laptop,1384,1,1384
25096,US,Tablet,1002,3,3006
25097,India,Monitor,1400,3,4200
25098,US,Phone,941,4,3764
25099,EU,Tablet,1179,1,1179
25100,India,Monitor,206,3,618
25101,India,Phone,905,4,3620
25102,India,Tablet,1191,3,3573
25103,US,Laptop,1108,4,4432
25104,India,Monitor,321,2,642
25105,EU,Tablet,309,4,1236
25106,India,Monitor,1322,3,3966
25107,India,Tablet,1428,1,1428
25108,India,Phone,1342,1,1342
25109,India,Tablet,1082,3,3246
25110,EU,Monitor,429,2,858
25111,EU,Monitor,666,1,666
25112,India,Laptop,770,3,2310
25113,EU,Tablet,645,2,1290
25114,US,Tablet,253,3,759
25115,US,Tablet,1161,4,4644
25116,US,Phone,766,4,3064
25117,EU,Phone,1064,1,1064
25118,India,Tablet,657,3,1971
25119,India,Phone,999,1,999
25120,US,Phone,1314,3,3942
25121,India,Tablet,1083,3,3249
25122,US,Monitor,858,3,2574
25123,India,Laptop,945,2,1890
25124,India,Tablet,1060,1,1060
25125,EU,Monitor,1096,1,1096
25126,EU,Monitor,717,1,717
25127,US,Tablet,1270,2,2540
25128,EU,Tablet,1123,2,2246
25129,India,Tablet,489,2,978
25130,India,Phone,881,3,2643
25131,India,Monitor,520,2,1040
25132,US,Phone,1445,3,4335
25133,US,Laptop,1067,2,2134
25134,India,Phone,927,2,1854
25135,EU,Laptop,361,3,1083
25136,India,Phone,1485,2,2970
25137,India,Monitor,1491,3,4473
25138,EU,Tablet,1461,4,5844
25139,EU,Monitor,782,4,3128
25140,India,Laptop,425,2,850
25141,US,Laptop,1359,4,5436
25142,EU,Laptop,287,4,1148
25143,EU,Tablet,1145,1,1145
25144,EU,Monitor,941,4,3764
25145,EU,Tablet,1338,4,5352
25146,India,Phone,1161,1,1161
25147,US,Phone,1346,3,4038
25148,US,Phone,305,3,915
25149,EU,Laptop,721,2,1442
25150,India,Laptop,765,4,3060
25151,India,Phone,610,3,1830
25152,India,Monitor,511,4,2044
25153,EU,Laptop,862,2,1724
25154,India,Tablet,392,3,1176
25155,US,Phone,293,2,586
25156,EU,Phone,1109,2,2218
25157,India,Tablet,1037,3,3111
25158,US,Tablet,684,4,2736
25159,US,Monitor,329,3,987
25160,India,Phone,1218,4,4872
25161,EU,Phone,390,2,780
25162,US,Laptop,834,3,2502
25163,US,Phone,707,3,2121
25164,US,Phone,466,3,1398
25165,US,Laptop,1300,4,5200
25166,India,Tablet,740,2,1480
25167,US,Tablet,991,2,1982
25168,EU,Phone,704,2,1408
25169,India,Laptop,530,4,2120
25170,India,Monitor,658,2,1316
25171,US,Phone,446,4,1784
25172,US,Phone,414,2,828
25173,India,Tablet,319,4,1276
25174,US,Monitor,762,3,2286
25175,India,Monitor,410,2,820
25176,India,Phone,239,4,956
25177,India,Monitor,1209,1,1209
25178,India,Laptop,398,3,1194
25179,EU,Phone,541,2,1082
25180,EU,Laptop,1281,2,2562
25181,US,Tablet,847,1,847
25182,India,Tablet,979,2,1958
25183,EU,Tablet,415,4,1660
25184,EU,Tablet,373,4,1492
25185,US,Laptop,328,4,1312
25186,EU,Tablet,973,1,973
25187,EU,Tablet,1244,2,2488
25188,India,Laptop,1451,4,5804
25189,EU,Tablet,505,2,1010
25190,India,Laptop,1303,2,2606
25191,EU,Tablet,1214,2,2428
25192,EU,Tablet,673,3,2019
25193,EU,Phone,217,4,868
25194,EU,Monitor,961,1,961
25195,EU,Phone,702,2,1404
25196,India,Laptop,829,3,2487
25197,India,Phone,465,4,1860
25198,India,Laptop,454,3,1362
25199,EU,Monitor,211,1,211
25200,India,Laptop,482,3,1446
25201,US,Laptop,1097,2,2194
25202,EU,Monitor,1130,1,1130
25203,EU,Laptop,1483,3,4449
25204,EU,Monitor,313,3,939
25205,US,Monitor,1337,3,4011
25206,EU,Laptop,803,4,3212
25207,EU,Monitor,376,4,1504
25208,US,Laptop,1404,2,2808
25209,US,Monitor,594,1,594
25210,US,Tablet,1429,2,2858
25211,EU,Laptop,1345,3,4035
25212,EU,Monitor,217,4,868
25213,India,Monitor,1245,1,1245
25214,India,Laptop,1235,2,2470
25215,India,Laptop,937,2,1874
25216,EU,Phone,1262,1,1262
25217,US,Monitor,426,4,1704
25218,US,Monitor,1416,4,5664
25219,US,Phone,838,2,1676
25220,EU,Monitor,1372,1,1372
25221,India,Phone,1487,2,2974
25222,EU,Laptop,887,3,2661
25223,EU,Tablet,546,4,2184
25224,US,Tablet,1171,1,1171
25225,EU,Tablet,534,3,1602
25226,US,Monitor,853,3,2559
25227,EU,Laptop,1281,4,5124
25228,EU,Phone,568,4,2272
25229,EU,Laptop,944,1,944
25230,US,Monitor,852,2,1704
25231,EU,Laptop,1049,3,3147
25232,EU,Monitor,1009,2,2018
25233,US,Monitor,425,3,1275
25234,India,Laptop,540,4,2160
25235,EU,Phone,666,2,1332
25236,India,Tablet,1221,1,1221
25237,India,Laptop,568,2,1136
25238,US,Tablet,1365,1,1365
25239,India,Laptop,1138,2,2276
25240,EU,Monitor,1380,4,5520
25241,India,Laptop,1307,2,2614
25242,EU,Monitor,1366,3,4098
25243,EU,Monitor,1311,1,1311
25244,EU,Tablet,1406,4,5624
25245,India,Laptop,1301,3,3903
25246,EU,Laptop,614,3,1842
25247,US,Tablet,805,4,3220
25248,India,Laptop,585,1,585
25249,US,Tablet,1053,1,1053
25250,EU,Laptop,1185,1,1185
25251,EU,Laptop,718,4,2872
25252,India,Monitor,455,3,1365
25253,India,Laptop,308,1,308
25254,India,Tablet,1199,3,3597
25255,EU,Phone,1277,1,1277
25256,US,Phone,1167,3,3501
25257,EU,Monitor,1216,4,4864
25258,US,Phone,463,4,1852
25259,US,Monitor,213,3,639
25260,EU,Phone,687,4,2748
25261,EU,Phone,432,3,1296
25262,India,Monitor,1330,2,2660
25263,India,Phone,290,4,1160
25264,EU,Monitor,1309,2,2618
25265,EU,Monitor,251,2,502
25266,EU,Laptop,960,1,960
25267,EU,Laptop,944,2,1888
25268,India,Monitor,913,4,3652
25269,US,Monitor,1369,2,2738
25270,US,Monitor,228,4,912
25271,India,Laptop,695,1,695
25272,India,Laptop,876,1,876
25273,EU,Laptop,1031,4,4124
25274,US,Phone,1162,4,4648
25275,EU,Phone,378,1,378
25276,EU,Tablet,547,1,547
25277,EU,Phone,312,2,624
25278,India,Laptop,1217,3,3651
25279,US,Tablet,1429,1,1429
25280,India,Tablet,1399,4,5596
25281,India,Monitor,421,3,1263
25282,India,Laptop,359,2,718
25283,India,Laptop,857,2,1714
25284,India,Phone,1450,2,2900
25285,India,Tablet,460,4,1840
25286,US,Phone,304,2,608
25287,India,Laptop,464,4,1856
25288,US,Tablet,1233,2,2466
25289,India,Phone,1248,4,4992
25290,India,Laptop,1382,3,4146
25291,EU,Tablet,375,1,375
25292,EU,Phone,341,3,1023
25293,India,Phone,846,2,1692
25294,US,Tablet,552,2,1104
25295,EU,Tablet,808,1,808
25296,US,Tablet,686,2,1372
25297,US,Laptop,651,2,1302
25298,US,Laptop,225,2,450
25299,EU,Monitor,596,4,2384
25300,India,Monitor,741,2,1482
25301,US,Tablet,1394,3,4182
25302,US,Phone,1228,2,2456
25303,India,Monitor,407,3,1221
25304,EU,Phone,255,4,1020
25305,India,Phone,605,3,1815
25306,US,Monitor,1463,1,1463
25307,India,Tablet,1214,1,1214
25308,India,Laptop,778,3,2334
25309,US,Monitor,1000,4,4000
25310,US,Laptop,243,4,972
25311,US,Tablet,494,1,494
25312,India,Tablet,311,4,1244
25313,US,Laptop,689,3,2067
25314,US,Phone,1282,2,2564
25315,US,Phone,1177,1,1177
25316,EU,Phone,1367,2,2734
25317,India,Laptop,705,4,2820
25318,EU,Tablet,1149,2,2298
25319,India,Tablet,262,4,1048
25320,US,Tablet,1074,1,1074
25321,US,Tablet,1377,1,1377
25322,EU,Tablet,341,3,1023
25323,India,Monitor,553,2,1106
25324,US,Tablet,727,3,2181
25325,India,Tablet,381,1,381
25326,India,Monitor,450,1,450
25327,US,Tablet,1404,3,4212
25328,EU,Tablet,1488,2,2976
25329,US,Tablet,1231,2,2462
25330,US,Laptop,692,3,2076
25331,EU,Phone,903,1,903
25332,India,Laptop,1413,1,1413
25333,US,Monitor,247,4,988
25334,US,Tablet,1111,2,2222
25335,India,Laptop,1376,2,2752
25336,EU,Laptop,527,3,1581
25337,US,Tablet,766,4,3064
25338,India,Monitor,903,4,3612
25339,India,Monitor,1385,4,5540
25340,EU,Laptop,1474,2,2948
25341,EU,Laptop,646,3,1938
25342,US,Monitor,350,1,350
25343,India,Laptop,618,3,1854
25344,EU,Laptop,1035,2,2070
25345,India,Tablet,270,2,540
25346,US,Monitor,1155,4,4620
25347,US,Tablet,311,1,311
25348,India,Phone,1162,3,3486
25349,EU,Monitor,982,3,2946
25350,US,Phone,774,4,3096
25351,US,Monitor,1480,4,5920
25352,US,Monitor,358,1,358
25353,India,Tablet,290,1,290
25354,US,Monitor,561,1,561
25355,US,Monitor,483,2,966
25356,India,Phone,1412,1,1412
25357,EU,Tablet,1174,3,3522
25358,US,Tablet,906,4,3624
25359,India,Phone,582,4,2328
25360,India,Laptop,1249,4,4996
25361,EU,Monitor,529,2,1058
25362,EU,Phone,701,2,1402
25363,EU,Tablet,1238,2,2476
25364,US,Phone,695,2,1390
25365,EU,Monitor,682,2,1364
25366,US,Phone,964,4,3856
25367,EU,Phone,788,2,1576
25368,US,Monitor,304,3,912
25369,US,Laptop,564,3,1692
25370,US,Laptop,1095,4,4380
25371,US,Phone,1467,3,4401
25372,India,Phone,1198,1,1198
25373,India,Laptop,1132,4,4528
25374,EU,Laptop,839,2,1678
25375,US,Tablet,889,2,1778
25376,US,Monitor,1490,3,4470
25377,US,Phone,1128,2,2256
25378,US,Phone,1110,4,4440
25379,EU,Monitor,1234,2,2468
25380,India,Phone,622,2,1244
25381,US,Phone,751,3,2253
25382,US,Tablet,291,2,582
25383,EU,Monitor,705,2,1410
25384,India,Phone,1298,2,2596
25385,US,Monitor,725,1,725
25386,EU,Monitor,935,2,1870
25387,US,Laptop,826,2,1652
25388,US,Laptop,735,2,1470
25389,EU,Tablet,360,1,360
25390,India,Laptop,993,2,1986
25391,US,Tablet,1397,1,1397
25392,EU,Laptop,1319,4,5276
25393,US,Laptop,448,3,1344
25394,EU,Phone,374,3,1122
25395,India,Phone,1301,3,3903
25396,EU,Tablet,838,3,2514
25397,EU,Laptop,609,2,1218
25398,EU,Phone,1418,1,1418
25399,EU,Laptop,1361,2,2722
25400,India,Laptop,1061,2,2122
25401,US,Tablet,740,4,2960
25402,India,Laptop,627,1,627
25403,India,Monitor,1435,1,1435
25404,EU,Laptop,1297,1,1297
25405,US,Tablet,814,3,2442
25406,EU,Phone,709,2,1418
25407,India,Tablet,963,2,1926
25408,EU,Phone,313,4,1252
25409,India,Monitor,893,2,1786
25410,India,Monitor,790,1,790
25411,US,Monitor,792,1,792
25412,EU,Monitor,540,1,540
25413,US,Monitor,286,2,572
25414,US,Tablet,234,4,936
25415,India,Tablet,1282,3,3846
25416,US,Phone,1158,3,3474
25417,EU,Laptop,643,3,1929
25418,India,Phone,1076,1,1076
25419,US,Tablet,1356,1,1356
25420,US,Phone,1284,1,1284
25421,US,Monitor,372,1,372
25422,India,Tablet,219,4,876
25423,India,Monitor,799,2,1598
25424,US,Monitor,1054,1,1054
25425,EU,Phone,1177,1,1177
25426,India,Monitor,1095,3,3285
25427,India,Laptop,1211,2,2422
25428,India,Phone,1252,1,1252
25429,India,Monitor,395,4,1580
